pot_number,original_number,tomb,cemetery,cem_condensed,shape,additional,open_closed,height,diamter,rim_diameter,period,date_range,start_date,end_date,ave_date,century,tomb_century,tomb_period,import,import_origin,imitation,imitation_origin,antique,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610
313,,L,FOR,FOR,Stirrup jar,,C,17.2,14,,SM-LPG,1100-840,1100,840,970,10th,10th,PG,,,,,,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,,L,FOR,FOR,Hydria,,C,,,,,,,,,,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,,L,FOR,FOR,Jug,Trefoil jug,C,14,10.5,,LPG-PGB,875-810,875,810,842.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,,L,FOR,FOR,Oinochoe,Small oinochoe on foot,C,7.5,7.5,,LPG-MG,875-745,875,745,810,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,,L,FOR,FOR,Krater,Bell krater,O,32.5,,27,PG,970-810,970,810,890,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,,L,FOR,FOR,Krateriskos,,O,16,,15,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,,L,FOR,FOR,Krateriskos,Small krateriskos,O,,,,PG,970-810,970,810,890,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,,L,FOR,FOR,Pyxis,Globular pyxis,C,8,9.5,,LPG-EG,875-790,875,790,832.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,,L,FOR,FOR,Cup,Dipped cup,O,,,,LPG,875-840,875,840,857.5,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,,L,FOR,FOR,Cup,Black cup,O,,,,LPG-MG,875-745,875,745,810,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,,L,FOR,FOR,Cup,Small shallow cup,O,4,7,,LPG-MG,875-745,875,745,810,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,,OD,FOR,FOR,Amphora,,C,56.3,29,15.5,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,,OD,FOR,FOR,Hydria,,C,24.2,15,,LPG-EG,875-790,875,790,832.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,,OD,FOR,FOR,Oinochoe,,C,26,19.5,,LPG-LG,875-710,875,710,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0,0,0,0,0,0,0,0,0,0,0
342,,OD,FOR,FOR,Hydria,,C,22,14.4,,LPG-EG,875-790,875,790,832.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,,OD,FOR,FOR,Pithos,Straight-sided pithos,C,38,34,19,PGB-EG,840-790,840,790,815,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.1,,OD,FOR,FOR,Lid,,,,,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,,OD,FOR,FOR,Pithos,Necked pithos,C,29,24,14,PG-EG,970-790,970,790,880,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,,OD,FOR,FOR,Pithos,Straight-sided pithos,C,26,25,18,PGB-EG,840-790,840,790,815,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345.1,,OD,FOR,FOR,Lid,,,,,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,,OD,FOR,FOR,Kalathos,,O,9,2,,SM-LPG,1100-840,1100,840,970,10th,9th,PGB,,,,,,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,,OD,FOR,FOR,Pithos,Necked pithos,C,34.5,28,14.5,PG-EG,970-790,970,790,880,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,,OD,FOR,FOR,Jug,Small jug,C,10.3,8,,LPG-PGB,875-810,875,810,842.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,,OD,FOR,FOR,Hydria,,C,26.6,16.4,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,,OD,FOR,FOR,Pithos,Straight-sided pithos,C,18.2,,11.5,PGB-EG,840-790,840,790,815,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350.1,,OD,FOR,FOR,Lid,,,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
351,,OD,FOR,FOR,Jug,Small jug,C,11,8.5,,LPG-PGB,875-810,875,810,842.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,,OD,FOR,FOR,Jug,Small jug,C,10.5,8,,LPG-PGB,875-810,875,810,842.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,,OD,FOR,FOR,Tray,,O,4.5,19.5,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,,OD,FOR,FOR,Askos,Duck askos,C,19,21,,LPG-PGB,875-810,875,810,842.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,,OD,FOR,FOR,Aryballos,,C,12.5,10,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,,OD,FOR,FOR,Aryballos,,C,14.5,9.5,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,,OD,FOR,FOR,Kalathos,,O,8.3,20.3,,SM-LPG,1100-840,1100,840,970,10th,9th,PGB,,,,,,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,,OD,FOR,FOR,Kalathos,,O,10.3,22,,SM-LPG,1100-840,1100,840,970,10th,9th,PGB,,,,,,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,,OD,FOR,FOR,Krater,Small krater,O,14.5,16,,PG,970-810,970,810,890,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,,OD,FOR,FOR,Pithos,Necked pithos,C,34,24,11,PG-EG,970-790,970,790,880,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,,OD,FOR,FOR,Pyxis,,C,1,11.5,,LPG,875-840,875,840,857.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,,OD,FOR,FOR,Skyphos,,O,10,10,,PG,970-810,970,810,890,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,,OD,FOR,FOR,Cup,Small cup,O,4.5,,7,LPG-MG,875-745,875,745,810,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,,OD,FOR,FOR,Skyphos,,O,10.5,,16,PGB,840-810,840,810,825,9th,9th,PGB,Y,Cyclades?,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,,OD,FOR,FOR,Skyphos,,O,10.5,,16,PGB,840-810,840,810,825,9th,9th,PGB,Y,Cyclades?,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,OD,FOR,FOR,Skyphos,,O,10.5,,16,PGB,840-810,840,810,825,9th,9th,PGB,Y,Cyclades?,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,,OD,FOR,FOR,Skyphos,,O,10.5,,16,PGB,840-810,840,810,825,9th,9th,PGB,Y,Cyclades?,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,,OD,FOR,FOR,Jug,Small jug,C,12,9,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,,OD,FOR,FOR,Pyxis,,C,11,13,,LPG,875-840,875,840,857.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,,OD,FOR,FOR,Tray,,O,2.5,18,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,,OD,FOR,FOR,Aryballos,,C,13,8.5,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,,OD,FOR,FOR,Oinochoe,,C,18,16.5,9,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,,OD,FOR,FOR,Jug,Small jug,C,10.2,7.5,,LPG-PGB,875-810,875,810,842.5,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,,OD,FOR,FOR,Jug,Small jug,C,11,7.5,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,,OD,FOR,FOR,Oinochoe,,C,9,9,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,,OD,FOR,FOR,Jug,Small jug,C,10,7.5,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,,LST,FOR,FOR,Pithos,Fragmentary coarse pithos,C,,,,PG-EO,970-670,970,670,820,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0.033333333,0,0,0,0,0,0,0
382,,LST,FOR,FOR,Pithos,Necked pithos,C,40.5,33.5,18,PG-EG,970-790,970,790,880,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,,LST,FOR,FOR,Oinochoe,,C,17.5,15,,EG-EO,810-670,810,670,740,8th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0,0,0,0,0,0,0
385,,LST,FOR,FOR,Pithos,Fragmentary two-handled pithos,C,38,33,12,LG,745-710,745,710,727.5,8th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
387,,LST,FOR,FOR,Pithos,Necked pithos,C,31.3,27,15,PG-EG,970-790,970,790,880,9th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,,LST,FOR,FOR,Jug,Small jug,C,9,7,,PGB-MG,840-745,840,745,792.5,8th,10th,PG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
